TripID,Jounery_Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
1376,2024-08-11,RAJIV CHOWK,KASHMERE GATE,26.53,67.43,47.04,22,Tourist Card,festival
4329,2022-04-05,JASOLA VIHAR,OLD DELHI,8.34,44.01,119.32,15,Smart Card,maintenance
103139,2023-10-24,KALKAJI MANDIR,DILSHAD GARDEN,3.94,40.24,56.76,22,Single,peak
16040,2023-03-04,KASHMERE GATE,NOIDA CITY CENTRE,3.37,105.74,70.8,19,Single,peak
20252,2023-02-22,AIIMS,KASHMERE GATE,4.38,68.7,43.85,15,Tourist Card,maintenance
79966,2023-11-02,RAJIV CHOWK,MANDI HOUSE,2.46,110.11,29.44,20,Tourist Card,off-peak
145846,2023-01-27,JASOLA VIHAR,RAJIV CHOWK,7.41,95.42,94.99,30,Smart Card,off-peak
56273,2022-01-29,LAXMI NAGAR,KALKAJI MANDIR,9.15,191.09,46.49,17,Tourist Card,weekend
118694,2022-07-02,INDERLOK,KALKAJI MANDIR,12.42,191.84,78.7,15,Tourist Card,weekend
9542,2023-01-14,MANDI HOUSE,AIIMS,10.15,125.62,109.57,18,Tourist Card,off-peak
74588,2022-12-06,NEW DELHI,KASHMERE GATE,0.84,135.16,13.66,31,Smart Card,weekend
147056,2023-07-26,NOIDA CITY CENTRE,RAJIV CHOWK,4.73,140.97,81.03,22,Tourist Card,maintenance
107500,2022-08-14,CHANDNI CHOWK,MODEL TOWN,1.6,156.66,86.12,30,Smart Card,festival
85498,2023-08-18,NEW DELHI,PRAGATI MAIDAN,0.9,55.98,73.82,16,Single,weekend
38626,2024-04-29,DILSHAD GARDEN,INDERLOK,2.34,176.03,8.94,24,Single,peak
95109,2024-05-17,MANDI HOUSE,JASOLA VIHAR,6.89,189.05,94.28,24,Tourist Card,maintenance
116653,2023-10-30,JANAKPURI WEST,RAJOURI GARDEN,6.5,128.58,35.28,22,Smart Card,festival
34159,2022-04-22,RAJOURI GARDEN,BARAKHAMBA ROAD,3.94,94.45,78.76,20,Single,festival
63133,2023-10-28,DILSHAD GARDEN,BARAKHAMBA ROAD,1.34,27.02,66.93,21,Single,off-peak
37810,2024-11-26,KALKAJI MANDIR,SHIVAJI PARK,1.98,51.43,7.2,20,Smart Card,weekend
138035,2023-12-14,CHANDNI CHOWK,KALKAJI MANDIR,17.65,127.45,63.76,26,Smart Card,peak
137253,2024-10-08,NOIDA CITY CENTRE,RAJIV CHOWK,4.49,13.94,67.96,17,Tourist Card,maintenance
22859,2022-06-09,NOIDA CITY CENTRE,KIRTI NAGAR,0.99,113.67,10.44,26,Tourist Card,weekend
27212,2022-01-25,AIIMS,DILSHAD GARDEN,2.92,170.15,104.55,22,Tourist Card,off-peak
131663,2023-01-15,RAJIV CHOWK,NEW DELHI,3.18,95.25,45.06,32,Tourist Card,peak
780,2023-12-04,RAJOURI GARDEN,LAXMI NAGAR,4.02,168.04,118.29,23,Smart Card,festival
140872,2023-09-30,MANDI HOUSE,RAJOURI GARDEN,4.04,80.69,38.85,22,Single,maintenance
66015,2023-08-22,CHANDNI CHOWK,NETAJI SUBHASH PLACE,5.09,113.6,54.45,15,Tourist Card,peak
18663,2023-03-16,RAJIV CHOWK,CENTRAL SECRETARIAT,10.33,142.22,25.62,19,Tourist Card,festival
126333,2024-10-20,JASOLA VIHAR,KALKAJI MANDIR,14.15,25.5,50.04,24,Tourist Card,peak
79731,2024-04-22,CENTRAL SECRETARIAT,DILSHAD GARDEN,0.66,18.4,110.68,20,Tourist Card,festival
137418,2022-04-03,RAJIV CHOWK,MODEL TOWN,5.76,140.58,58.03,22,Smart Card,festival
43731,2024-04-01,NEW DELHI,CHANDNI CHOWK,12.89,62.1,52.17,26,Tourist Card,festival
71223,2023-05-12,LAXMI NAGAR,RAJIV CHOWK,5.54,87.22,82.71,25,Smart Card,festival
4069,2024-01-08,MODEL TOWN,LAXMI NAGAR,3.85,152.42,59.05,20,Smart Card,weekend
137771,2022-12-16,JASOLA VIHAR,JANAKPURI WEST,5.1,74.16,5.77,20,Smart Card,festival
66299,2023-09-15,NOIDA CITY CENTRE,CHANDNI CHOWK,2.61,38.25,87.23,23,Single,maintenance
122194,2024-04-05,MANDI HOUSE,KALKAJI MANDIR,6.72,144.37,14.15,24,Single,peak
146077,2022-07-19,MANDI HOUSE,DILSHAD GARDEN,15.69,36.88,94.52,20,Single,maintenance
94719,2024-10-19,RAJIV CHOWK,NETAJI SUBHASH PLACE,4.69,96.62,12.63,23,Smart Card,festival
135144,2024-12-03,NEW DELHI,AIIMS,12.67,32.86,12.36,18,Smart Card,weekend
66067,2024-05-23,KALKAJI MANDIR,KIRTI NAGAR,19.1,133.16,61.61,20,Tourist Card,maintenance
113053,2023-09-08,LAXMI NAGAR,SHIVAJI PARK,0.9500000000000001,51.06,102.11,22,Tourist Card,festival
1858,2023-05-20,JANAKPURI WEST,MODEL TOWN,5.43,55.03,62.54,20,Tourist Card,maintenance
72047,2024-03-20,NEW DELHI,BARAKHAMBA ROAD,1.54,18.97,74.62,22,Smart Card,off-peak
68388,2023-01-23,HAUZ KHAS,SHIVAJI PARK,0.54,54.12,67.52,17,Smart Card,weekend
6497,2023-02-12,NOIDA CITY CENTRE,OLD DELHI,15.12,192.02,49.19,24,Tourist Card,weekend
117892,2024-09-27,NEW DELHI,MANDI HOUSE,15.49,185.96,68.23,16,Single,festival
42127,2022-02-15,RAJOURI GARDEN,MODEL TOWN,1.97,66.11,96.16,26,Single,festival
34461,2022-04-26,NOIDA CITY CENTRE,OLD DELHI,10.85,160.35,68.46,24,Tourist Card,festival
30229,2024-08-09,CHANDNI CHOWK,BARAKHAMBA ROAD,12.41,12.26,26.49,20,Smart Card,weekend
50105,2023-05-30,KASHMERE GATE,MANDI HOUSE,16.48,86.42,109.56,12,Tourist Card,festival
53072,2024-03-21,NOIDA CITY CENTRE,JASOLA VIHAR,3.65,68.03,110.14,13,Tourist Card,festival
41089,2023-05-20,RAJIV CHOWK,JASOLA VIHAR,2.56,86.18,44.43,21,Smart Card,festival
69733,2022-12-20,MANDI HOUSE,NOIDA CITY CENTRE,6.24,87.21,15.9,26,Tourist Card,festival
41988,2024-04-28,NOIDA CITY CENTRE,PUNJABI BAGH,6.22,12.9,61.16,20,Tourist Card,festival
53947,2022-09-23,RAJIV CHOWK,MODEL TOWN,0.91,106.06,81.64,17,Tourist Card,maintenance
72713,2023-02-20,KALKAJI MANDIR,MODEL TOWN,0.53,166.89,69.8,21,Smart Card,weekend
45036,2023-10-20,INDERLOK,SHIVAJI PARK,5.83,32.25,104.71,27,Tourist Card,festival
123227,2022-11-30,MODEL TOWN,PUNJABI BAGH,1.76,172.6,118.3,20,Tourist Card,peak
23740,2024-06-18,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,2.11,122.57,44.75,12,Single,peak
139113,2024-06-16,INDERLOK,NOIDA CITY CENTRE,9.15,176.05,99.32,17,Tourist Card,maintenance
145195,2022-10-11,JASOLA VIHAR,RAJOURI GARDEN,3.63,24.42,81.9,26,Tourist Card,peak
2185,2023-12-17,JANAKPURI WEST,AIIMS,2.98,126.85,27.98,20,Single,maintenance
14362,2024-05-15,RAJIV CHOWK,JANAKPURI WEST,13.44,129.8,108.73,17,Tourist Card,off-peak
106989,2024-07-28,NEW DELHI,DILSHAD GARDEN,3.18,71.0,71.85,20,Smart Card,maintenance
98616,2023-06-14,KASHMERE GATE,PUNJABI BAGH,7.18,136.28,70.07,17,Tourist Card,festival
36667,2022-04-16,MANDI HOUSE,CHANDNI CHOWK,0.6000000000000001,68.47,90.02,26,Tourist Card,festival
124317,2024-01-24,CHANDNI CHOWK,JANAKPURI WEST,3.08,59.86,98.12,20,Single,weekend
68303,2023-03-10,JANAKPURI WEST,LAXMI NAGAR,1.82,85.52,33.54,14,Single,off-peak
67789,2023-09-04,RAJIV CHOWK,CENTRAL SECRETARIAT,3.3,80.92,42.92,23,Tourist Card,festival
16423,2022-09-26,NEW DELHI,HAUZ KHAS,1.75,119.01,108.6,20,Tourist Card,festival
78351,2023-12-10,MANDI HOUSE,BARAKHAMBA ROAD,1.5899999999999999,36.63,52.13,25,Tourist Card,festival
107583,2024-06-25,RAJIV CHOWK,PRAGATI MAIDAN,23.32,172.91,15.6,11,Smart Card,weekend
9799,2023-03-31,NOIDA CITY CENTRE,INDERLOK,2.36,19.91,45.72,24,Tourist Card,maintenance
100010,2023-07-12,RAJOURI GARDEN,NEW DELHI,8.91,110.03,36.9,25,Single,maintenance
141704,2024-11-23,INDERLOK,MODEL TOWN,22.32,198.04,93.27,21,Single,peak
121638,2022-04-18,KALKAJI MANDIR,SHIVAJI PARK,1.56,121.95,15.25,22,Tourist Card,festival
108269,2022-05-31,KASHMERE GATE,NEW DELHI,0.93,123.2,10.3,24,Single,off-peak
69694,2022-10-09,NOIDA CITY CENTRE,KASHMERE GATE,10.32,94.85,78.31,16,Smart Card,festival
46986,2022-06-07,HAUZ KHAS,AIIMS,1.24,52.36,77.3,29,Smart Card,festival
58699,2024-07-08,RAJIV CHOWK,RAJOURI GARDEN,4.23,41.69,71.87,21,Smart Card,maintenance
94963,2023-08-27,DILSHAD GARDEN,NOIDA CITY CENTRE,6.5,121.6,7.75,21,Tourist Card,festival
27350,2023-08-07,LAXMI NAGAR,NEW DELHI,0.71,116.03,23.07,19,Tourist Card,weekend
109117,2024-07-08,RAJIV CHOWK,AIIMS,1.77,16.89,71.63,28,Tourist Card,peak
72022,2024-06-20,RAJIV CHOWK,RAJIV CHOWK,1.58,166.44,102.5,18,Smart Card,festival
135132,2024-05-13,AIIMS,CENTRAL SECRETARIAT,14.13,36.62,32.5,20,Tourist Card,peak
55294,2024-09-04,NOIDA CITY CENTRE,KASHMERE GATE,5.97,59.67,26.51,23,Single,maintenance
39687,2022-10-23,HAUZ KHAS,CHANDNI CHOWK,5.5600000000000005,14.93,94.83,29,Single,festival
98135,2023-11-17,KALKAJI MANDIR,MANDI HOUSE,8.5,109.77,119.22,22,Tourist Card,peak
143287,2023-06-09,JASOLA VIHAR,CHANDNI CHOWK,12.76,122.61,97.07,22,Single,off-peak
77645,2024-01-24,NOIDA CITY CENTRE,KALKAJI MANDIR,11.95,115.28,42.67,26,Single,weekend
32561,2022-11-06,MANDI HOUSE,KASHMERE GATE,0.97,88.65,52.23,23,Smart Card,peak
1413,2022-10-23,JANAKPURI WEST,HAUZ KHAS,16.51,145.6,101.07,22,Tourist Card,peak
13543,2022-02-27,DILSHAD GARDEN,JANAKPURI WEST,6.45,144.93,13.23,24,Tourist Card,off-peak
38258,2022-11-05,JASOLA VIHAR,HAUZ KHAS,1.56,149.67,53.05,22,Tourist Card,peak
34707,2022-11-13,AIIMS,DILSHAD GARDEN,36.08,153.13,11.15,15,Tourist Card,off-peak
70849,2024-03-23,KALKAJI MANDIR,MANDI HOUSE,8.65,24.27,58.27,24,Tourist Card,festival
112972,2023-08-26,KASHMERE GATE,RAJOURI GARDEN,13.42,139.58,87.39,15,Smart Card,festival
53709,2022-09-17,MANDI HOUSE,JANAKPURI WEST,13.96,87.95,108.35,17,Tourist Card,maintenance
66073,2023-03-12,CHANDNI CHOWK,SHIVAJI PARK,4.32,117.59,64.85,20,Tourist Card,peak
108805,2022-08-26,KALKAJI MANDIR,OLD DELHI,6.04,162.83,25.37,11,Tourist Card,festival
26424,2023-11-06,RAJIV CHOWK,KASHMERE GATE,10.24,88.6,8.44,17,Tourist Card,festival
87492,2022-12-10,NOIDA CITY CENTRE,JASOLA VIHAR,0.9,168.5,117.32,20,Tourist Card,festival
39889,2022-03-14,MANDI HOUSE,DILSHAD GARDEN,0.6900000000000001,20.86,44.67,19,Smart Card,weekend
43532,2023-09-04,RAJIV CHOWK,DILSHAD GARDEN,1.45,94.11,34.06,18,Tourist Card,maintenance
111482,2022-06-09,RAJOURI GARDEN,NEW DELHI,2.34,44.26,31.76,26,Tourist Card,maintenance
86638,2023-11-04,NOIDA CITY CENTRE,PUNJABI BAGH,0.98,134.35,102.22,21,Tourist Card,off-peak
149756,2023-12-25,JANAKPURI WEST,KALKAJI MANDIR,32.45,30.03,45.25,14,Single,peak
66206,2022-08-06,NOIDA CITY CENTRE,BARAKHAMBA ROAD,5.1,128.56,33.77,21,Single,festival
62506,2024-05-07,KASHMERE GATE,CHANDNI CHOWK,2.96,115.9,84.73,10,Tourist Card,maintenance
97647,2022-11-07,RAJIV CHOWK,NOIDA CITY CENTRE,3.62,170.7,79.22,14,Single,maintenance
126620,2023-10-12,AIIMS,DILSHAD GARDEN,4.46,80.57,75.36,26,Smart Card,festival
27490,2023-11-01,LAXMI NAGAR,KIRTI NAGAR,4.27,109.1,91.25,22,Tourist Card,weekend
54317,2023-04-07,AIIMS,PRAGATI MAIDAN,1.71,82.33,22.81,19,Tourist Card,off-peak
104475,2022-06-30,RAJIV CHOWK,BARAKHAMBA ROAD,2.17,148.59,80.67,20,Tourist Card,off-peak
76664,2022-05-19,KALKAJI MANDIR,JANAKPURI WEST,11.48,145.78,5.51,24,Tourist Card,maintenance
56297,2022-09-27,AIIMS,MODEL TOWN,4.55,150.25,31.03,16,Single,festival
126473,2024-03-29,HAUZ KHAS,JANAKPURI WEST,1.31,110.44,89.08,18,Smart Card,off-peak
65841,2022-05-17,DILSHAD GARDEN,CHANDNI CHOWK,5.62,149.11,71.42,24,Tourist Card,peak
107559,2024-02-28,CENTRAL SECRETARIAT,KALKAJI MANDIR,4.54,102.48,119.92,23,Single,peak
90071,2023-07-20,RAJIV CHOWK,NETAJI SUBHASH PLACE,3.1,143.38,106.3,17,Single,peak
51491,2024-02-07,NOIDA CITY CENTRE,JASOLA VIHAR,2.96,51.33,81.54,17,Tourist Card,festival
129261,2022-11-18,NEW DELHI,MANDI HOUSE,18.44,10.92,20.17,24,Tourist Card,peak
146749,2023-02-16,JASOLA VIHAR,MANDI HOUSE,3.11,35.67,35.28,14,Tourist Card,festival
10165,2024-09-29,NOIDA CITY CENTRE,PUNJABI BAGH,0.79,151.6,109.75,14,Smart Card,peak
122923,2023-08-27,NOIDA CITY CENTRE,HAUZ KHAS,9.11,75.93,67.29,15,Tourist Card,weekend
109810,2023-04-15,NOIDA CITY CENTRE,JANAKPURI WEST,1.74,99.07,90.78,28,Tourist Card,maintenance
112544,2024-04-09,JASOLA VIHAR,JANAKPURI WEST,2.16,83.79,70.61,17,Tourist Card,festival
120829,2023-03-12,RAJIV CHOWK,CHANDNI CHOWK,1.8,51.21,98.33,21,Smart Card,maintenance
97416,2024-08-21,INDERLOK,NOIDA CITY CENTRE,2.22,39.55,58.48,19,Tourist Card,weekend
72333,2022-10-30,NOIDA CITY CENTRE,RAJOURI GARDEN,3.85,31.6,16.34,18,Smart Card,festival
23189,2022-03-14,RAJIV CHOWK,HAUZ KHAS,1.32,163.45,14.75,19,Single,festival
119008,2023-12-09,INDERLOK,KIRTI NAGAR,4.4,135.03,113.79,16,Single,festival
147254,2024-03-11,NEW DELHI,CENTRAL SECRETARIAT,1.74,41.87,97.1,23,Tourist Card,off-peak
88128,2022-12-27,RAJOURI GARDEN,CHANDNI CHOWK,0.74,124.54,17.18,16,Tourist Card,maintenance
136569,2022-11-29,NEW DELHI,RAJIV CHOWK,14.17,186.78,66.51,19,Tourist Card,festival
1568,2022-04-15,NOIDA CITY CENTRE,PRAGATI MAIDAN,2.42,47.55,14.28,25,Single,festival
122369,2023-01-19,RAJIV CHOWK,SHIVAJI PARK,5.2,22.43,24.91,19,Tourist Card,festival
82887,2022-09-09,NOIDA CITY CENTRE,RAJIV CHOWK,2.54,112.49,17.27,17,Smart Card,weekend
107744,2024-08-26,RAJIV CHOWK,JASOLA VIHAR,4.09,134.39,25.22,28,Single,off-peak
93888,2022-04-18,NEW DELHI,MANDI HOUSE,0.7000000000000001,15.34,20.47,14,Single,festival
14121,2023-12-27,KALKAJI MANDIR,RAJIV CHOWK,1.53,199.32,10.29,24,Tourist Card,peak
140380,2023-08-12,RAJOURI GARDEN,CHANDNI CHOWK,2.04,12.62,110.5,18,Single,festival
3246,2022-07-08,INDERLOK,SHIVAJI PARK,3.64,179.51,10.1,27,Smart Card,maintenance
119303,2022-06-09,NEW DELHI,HAUZ KHAS,0.65,159.29,109.49,21,Smart Card,peak
147647,2022-07-30,LAXMI NAGAR,RAJIV CHOWK,2.89,153.13,89.29,23,Smart Card,festival
55400,2023-08-22,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,7.08,82.53,46.56,19,Smart Card,festival
9062,2024-07-22,CHANDNI CHOWK,JASOLA VIHAR,2.77,61.55,13.17,28,Smart Card,peak
31581,2024-03-02,LAXMI NAGAR,BARAKHAMBA ROAD,1.15,66.12,60.54,22,Smart Card,off-peak
123322,2024-01-12,NOIDA CITY CENTRE,HAUZ KHAS,1.98,57.43,90.54,22,Smart Card,maintenance
48144,2022-01-10,RAJIV CHOWK,KALKAJI MANDIR,2.67,90.97,110.24,24,Smart Card,festival
104785,2024-11-01,NEW DELHI,PUNJABI BAGH,6.37,120.14,109.55,22,Tourist Card,peak
40192,2022-07-14,RAJIV CHOWK,MANDI HOUSE,2.4,191.82,112.99,25,Single,maintenance
42889,2022-03-19,RAJIV CHOWK,NOIDA CITY CENTRE,4.37,136.4,52.39,17,Tourist Card,off-peak
13325,2023-12-23,RAJIV CHOWK,LAXMI NAGAR,7.71,193.6,26.43,23,Single,maintenance
80321,2022-03-27,RAJIV CHOWK,CHANDNI CHOWK,12.64,93.68,29.65,17,Single,maintenance
102711,2024-05-31,LAXMI NAGAR,LAXMI NAGAR,0.91,181.94,24.78,16,Single,festival
51343,2023-01-20,JASOLA VIHAR,PUNJABI BAGH,4.75,90.47,49.78,15,Smart Card,maintenance
142844,2023-06-22,JASOLA VIHAR,HAUZ KHAS,1.56,94.24,104.84,18,Smart Card,festival
12437,2023-06-14,RAJIV CHOWK,PRAGATI MAIDAN,2.67,160.4,13.51,18,Smart Card,maintenance
110061,2022-10-26,DILSHAD GARDEN,NEW DELHI,3.66,157.08,16.32,16,Single,off-peak
1852,2024-06-12,KALKAJI MANDIR,RAJOURI GARDEN,18.32,107.15,45.5,23,Smart Card,festival
33046,2023-08-29,RAJIV CHOWK,KASHMERE GATE,2.11,39.04,93.94,22,Smart Card,off-peak
41470,2023-10-12,KASHMERE GATE,NETAJI SUBHASH PLACE,1.1,121.72,90.29,18,Smart Card,festival
47408,2022-01-22,RAJIV CHOWK,NEW DELHI,3.38,168.87,74.17,19,Smart Card,festival
68268,2022-11-20,CENTRAL SECRETARIAT,OLD DELHI,15.15,63.33,70.85,19,Tourist Card,maintenance
28779,2024-08-12,KALKAJI MANDIR,LAXMI NAGAR,3.86,180.81,59.42,19,Tourist Card,weekend
81306,2022-04-01,AIIMS,JANAKPURI WEST,3.41,121.36,63.91,25,Tourist Card,festival
126140,2023-10-15,KALKAJI MANDIR,OLD DELHI,22.61,21.33,44.83,22,Tourist Card,festival
33789,2024-06-19,NOIDA CITY CENTRE,AIIMS,7.64,113.94,117.95,13,Smart Card,maintenance
122935,2022-04-14,JANAKPURI WEST,CHANDNI CHOWK,9.33,17.73,63.42,19,Tourist Card,festival
32423,2023-01-18,RAJOURI GARDEN,JASOLA VIHAR,3.32,128.66,20.14,29,Smart Card,weekend
103431,2023-08-22,NEW DELHI,NOIDA CITY CENTRE,2.43,143.34,99.51,17,Single,weekend
47993,2022-07-11,MANDI HOUSE,MODEL TOWN,5.99,74.63,31.46,16,Tourist Card,off-peak
45972,2024-03-03,RAJOURI GARDEN,KIRTI NAGAR,6.89,25.49,13.08,19,Tourist Card,maintenance
80503,2022-03-03,CHANDNI CHOWK,SHIVAJI PARK,3.89,70.8,56.16,15,Smart Card,maintenance
38094,2023-10-19,JANAKPURI WEST,MANDI HOUSE,3.5300000000000002,16.99,113.97,25,Tourist Card,weekend
68415,2024-05-12,RAJIV CHOWK,INDERLOK,0.55,162.82,32.26,14,Smart Card,maintenance
10342,2023-09-12,MANDI HOUSE,INDERLOK,0.84,54.22,70.91,18,Smart Card,weekend
32820,2024-01-08,CHANDNI CHOWK,JANAKPURI WEST,1.46,137.41,30.46,13,Single,off-peak
80089,2023-10-20,HAUZ KHAS,AIIMS,1.2,58.83,83.25,18,Tourist Card,weekend
13771,2023-09-15,NOIDA CITY CENTRE,KIRTI NAGAR,0.98,27.47,12.09,22,Tourist Card,off-peak
2658,2024-07-20,NEW DELHI,HAUZ KHAS,3.36,118.19,99.43,14,Tourist Card,peak
84181,2023-07-14,RAJOURI GARDEN,LAXMI NAGAR,1.26,181.37,69.56,18,Tourist Card,peak
140700,2024-05-14,KASHMERE GATE,CHANDNI CHOWK,7.15,148.14,31.5,24,Smart Card,off-peak
91920,2024-02-02,CHANDNI CHOWK,KIRTI NAGAR,1.27,197.33,94.27,20,Single,weekend
115171,2023-11-08,NEW DELHI,KIRTI NAGAR,8.27,183.83,10.71,30,Tourist Card,festival
110868,2022-01-15,MANDI HOUSE,PUNJABI BAGH,6.85,102.2,89.84,19,Tourist Card,festival
95106,2023-06-19,MANDI HOUSE,PUNJABI BAGH,4.5,81.64,6.03,18,Single,peak
144193,2022-06-28,JASOLA VIHAR,INDERLOK,9.36,14.33,17.6,17,Tourist Card,off-peak
48570,2023-11-24,JASOLA VIHAR,MODEL TOWN,2.95,47.77,40.15,20,Tourist Card,off-peak
27973,2024-04-04,JASOLA VIHAR,NEW DELHI,2.3,73.63,41.98,18,Tourist Card,festival
70056,2023-01-03,NEW DELHI,INDERLOK,2.62,156.8,11.74,27,Smart Card,festival
31050,2023-08-30,JASOLA VIHAR,CHANDNI CHOWK,5.14,96.31,76.52,20,Single,festival
22402,2022-02-21,NEW DELHI,RAJOURI GARDEN,0.8300000000000001,153.47,89.27,17,Single,festival
59449,2023-08-05,AIIMS,HAUZ KHAS,5.76,145.14,64.63,17,Tourist Card,festival
54725,2023-04-21,LAXMI NAGAR,NEW DELHI,1.26,95.41,61.98,14,Smart Card,peak
34859,2023-08-25,NOIDA CITY CENTRE,MODEL TOWN,4.86,147.97,35.7,21,Smart Card,off-peak
40922,2023-12-05,MANDI HOUSE,RAJOURI GARDEN,1.24,63.7,91.98,27,Tourist Card,festival
94707,2024-10-04,HAUZ KHAS,JASOLA VIHAR,2.51,79.27,97.83,20,Tourist Card,peak
90875,2023-07-16,MODEL TOWN,PRAGATI MAIDAN,1.94,95.72,53.99,18,Tourist Card,weekend
2003,2024-09-19,CENTRAL SECRETARIAT,HAUZ KHAS,15.93,39.4,50.39,26,Tourist Card,festival
82796,2023-02-27,LAXMI NAGAR,KIRTI NAGAR,1.6800000000000002,60.24,58.17,14,Smart Card,festival
121554,2024-09-29,DILSHAD GARDEN,NEW DELHI,8.04,20.9,103.09,20,Tourist Card,festival
61008,2022-11-08,AIIMS,KASHMERE GATE,9.79,86.23,54.35,21,Tourist Card,maintenance
148490,2024-11-22,HAUZ KHAS,DILSHAD GARDEN,1.5,169.22,104.21,16,Tourist Card,festival
79278,2022-07-29,JANAKPURI WEST,AIIMS,3.44,57.3,100.0,17,Tourist Card,festival
25516,2022-07-23,LAXMI NAGAR,BARAKHAMBA ROAD,34.66,134.09,89.67,13,Single,festival
122571,2023-07-07,NEW DELHI,SHIVAJI PARK,11.9,148.42,20.42,17,Tourist Card,maintenance
120372,2023-08-26,HAUZ KHAS,JANAKPURI WEST,3.44,31.07,25.04,23,Tourist Card,weekend
45551,2022-04-19,KALKAJI MANDIR,RAJOURI GARDEN,4.53,154.14,5.11,24,Tourist Card,festival
66087,2024-01-02,RAJOURI GARDEN,OLD DELHI,3.27,135.78,62.78,29,Tourist Card,off-peak
27085,2022-03-03,KALKAJI MANDIR,RAJIV CHOWK,1.17,147.81,68.5,22,Tourist Card,peak
33375,2022-10-10,NOIDA CITY CENTRE,NOIDA CITY CENTRE,6.22,27.67,58.04,18,Tourist Card,festival
82309,2024-11-16,RAJIV CHOWK,HAUZ KHAS,1.47,198.78,23.26,20,Tourist Card,maintenance
52091,2024-02-26,RAJOURI GARDEN,BARAKHAMBA ROAD,2.55,162.14,41.52,22,Tourist Card,weekend
130482,2023-02-21,MANDI HOUSE,CHANDNI CHOWK,5.97,49.14,31.11,23,Tourist Card,off-peak
124659,2022-12-03,HAUZ KHAS,RAJIV CHOWK,3.95,56.73,25.24,17,Tourist Card,festival
78988,2022-10-02,RAJIV CHOWK,NOIDA CITY CENTRE,5.73,31.76,76.94,16,Single,maintenance
27324,2023-01-06,LAXMI NAGAR,PUNJABI BAGH,11.28,37.8,18.8,15,Smart Card,festival
128500,2022-09-20,DILSHAD GARDEN,NEW DELHI,0.63,72.68,42.68,24,Tourist Card,off-peak
93968,2024-01-07,NEW DELHI,SHIVAJI PARK,0.7000000000000001,84.03,57.55,24,Tourist Card,peak
23036,2024-04-01,MANDI HOUSE,HAUZ KHAS,0.59,56.89,95.42,17,Tourist Card,maintenance
126657,2023-02-19,NEW DELHI,CENTRAL SECRETARIAT,1.06,158.9,94.08,16,Tourist Card,peak
84940,2024-07-16,NEW DELHI,OLD DELHI,4.1,92.89,78.59,20,Tourist Card,off-peak
82561,2022-12-25,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,15.69,180.53,68.51,16,Smart Card,festival
67735,2022-11-01,CHANDNI CHOWK,MANDI HOUSE,1.54,140.06,78.12,13,Single,maintenance
80446,2022-01-11,JASOLA VIHAR,KIRTI NAGAR,1.8399999999999999,188.32,53.0,13,Tourist Card,festival
16307,2022-11-18,NOIDA CITY CENTRE,KALKAJI MANDIR,1.2,54.91,70.77,20,Tourist Card,peak
69927,2022-09-15,NOIDA CITY CENTRE,JANAKPURI WEST,0.9500000000000001,147.2,45.28,22,Single,peak
82853,2024-09-17,JANAKPURI WEST,RAJOURI GARDEN,9.05,132.27,79.01,12,Smart Card,maintenance
45248,2022-04-11,NOIDA CITY CENTRE,OLD DELHI,16.39,73.43,118.48,28,Single,weekend
34819,2024-08-13,CENTRAL SECRETARIAT,NETAJI SUBHASH PLACE,1.99,38.22,77.87,17,Smart Card,festival
36334,2024-12-13,CENTRAL SECRETARIAT,BARAKHAMBA ROAD,1.71,146.2,37.16,23,Tourist Card,weekend
124916,2022-10-11,CENTRAL SECRETARIAT,LAXMI NAGAR,4.0,95.48,90.57,17,Smart Card,maintenance
81964,2022-07-28,NOIDA CITY CENTRE,NOIDA CITY CENTRE,1.79,168.4,70.34,26,Single,weekend
122394,2024-08-25,MODEL TOWN,MANDI HOUSE,1.74,110.07,16.05,29,Tourist Card,off-peak
105000,2022-12-28,MODEL TOWN,NEW DELHI,4.48,118.78,8.62,17,Tourist Card,festival
13678,2024-08-31,RAJOURI GARDEN,DILSHAD GARDEN,4.55,153.06,83.07,25,Tourist Card,festival
67532,2022-09-29,RAJIV CHOWK,PRAGATI MAIDAN,18.79,124.63,46.41,24,Smart Card,festival
82357,2024-11-22,RAJIV CHOWK,JANAKPURI WEST,33.45,102.58,96.61,23,Smart Card,festival
66909,2024-01-20,KALKAJI MANDIR,KIRTI NAGAR,3.51,152.12,112.46,25,Single,maintenance
98893,2022-11-09,AIIMS,MANDI HOUSE,4.2,162.97,89.12,23,Single,festival
93928,2022-06-07,KASHMERE GATE,HAUZ KHAS,0.73,126.16,83.75,22,Smart Card,peak
33172,2023-10-09,INDERLOK,MANDI HOUSE,2.47,177.24,27.02,30,Single,festival
121612,2022-05-10,NEW DELHI,KIRTI NAGAR,5.57,32.54,57.73,22,Tourist Card,festival
131715,2022-08-17,LAXMI NAGAR,KALKAJI MANDIR,8.63,96.39,89.54,13,Single,peak
98458,2022-08-22,RAJIV CHOWK,KASHMERE GATE,9.63,194.01,14.57,16,Tourist Card,festival
30684,2023-04-03,JASOLA VIHAR,NEW DELHI,10.15,75.64,111.33,24,Single,festival
